"FIPS","date_partial_school_closed","date_all_school_closed","earliest_date_school_closed"
28005,"NA","2020-03-09",2020-03-09
28007,"NA","2020-03-16",2020-03-16
28009,"NA","2020-03-09",2020-03-09
28011,"NA","2020-03-09",2020-03-09
28013,"NA","2020-03-09",2020-03-09
28015,"NA","2020-03-09",2020-03-09
28017,"NA","2020-03-09",2020-03-09
28019,"NA","2020-03-09",2020-03-09
28021,"NA","2020-03-09",2020-03-09
28023,"NA","2020-03-09",2020-03-09
28025,"NA","2020-03-09",2020-03-09
28027,"NA","2020-03-09",2020-03-09
28029,"NA","2020-03-09",2020-03-09
28031,"NA","2020-03-09",2020-03-09
28033,"NA","2020-03-16",2020-03-16
28035,"NA","2020-03-09",2020-03-09
28037,"NA","2020-03-16",2020-03-16
28039,"NA","2020-03-09",2020-03-09
28041,"NA","2020-03-16",2020-03-16
28043,"NA","2020-03-16",2020-03-16
28045,"NA","2020-03-09",2020-03-09
28047,"NA","2020-03-16",2020-03-16
28049,"NA","2020-03-16",2020-03-16
28051,"NA","2020-03-09",2020-03-09
28053,"NA","2020-03-16",2020-03-16
28055,"NA","2020-03-16",2020-03-16
28057,"NA","NA",NA
28059,"NA","2020-03-09",2020-03-09
28061,"NA","2020-03-09",2020-03-09
28063,"NA","2020-03-09",2020-03-09
28065,"NA","2020-03-09",2020-03-09
28067,"NA","2020-03-16",2020-03-16
28069,"NA","2020-03-16",2020-03-16
28071,"NA","2020-03-09",2020-03-09
28073,"NA","2020-03-09",2020-03-09
28075,"NA","2020-03-16",2020-03-16
28077,"NA","2020-03-09",2020-03-09
28079,"NA","2020-03-09",2020-03-09
28081,"NA","2020-03-09",2020-03-09
28083,"NA","2020-03-09",2020-03-09
28085,"NA","2020-03-09",2020-03-09
28087,"NA","2020-03-09",2020-03-09
28089,"NA","2020-03-09",2020-03-09
28091,"NA","2020-03-09",2020-03-09
28093,"NA","2020-03-16",2020-03-16
28095,"NA","2020-03-09",2020-03-09
28097,"NA","2020-03-09",2020-03-09
28099,"NA","2020-03-09",2020-03-09
28101,"NA","2020-03-09",2020-03-09
28103,"NA","2020-03-09",2020-03-09
28105,"NA","2020-03-09",2020-03-09
28107,"NA","2020-03-09",2020-03-09
28109,"NA","2020-03-09",2020-03-09
28111,"NA","2020-03-09",2020-03-09
28113,"NA","2020-03-16",2020-03-16
28115,"NA","2020-03-09",2020-03-09
28117,"NA","2020-03-09",2020-03-09
28119,"NA","2020-03-09",2020-03-09
28121,"NA","2020-03-09",2020-03-09
28123,"NA","2020-03-09",2020-03-09
28125,"NA","2020-03-09",2020-03-09
28127,"NA","2020-03-09",2020-03-09
28129,"NA","2020-03-09",2020-03-09
28131,"NA","2020-03-16",2020-03-16
28133,"NA","2020-03-16",2020-03-16
28135,"NA","2020-03-09",2020-03-09
28137,"NA","2020-03-09",2020-03-09
28139,"NA","2020-03-09",2020-03-09
28141,"NA","2020-03-09",2020-03-09
28143,"NA","2020-03-09",2020-03-09
28145,"NA","2020-03-09",2020-03-09
28147,"NA","2020-03-09",2020-03-09
28149,"NA","2020-03-09",2020-03-09
28151,"NA","2020-03-09",2020-03-09
28153,"NA","2020-03-09",2020-03-09
28155,"NA","2020-03-16",2020-03-16
28157,"NA","2020-03-09",2020-03-09
28159,"NA","2020-03-09",2020-03-09
28161,"NA","2020-03-09",2020-03-09
28163,"NA","2020-03-09",2020-03-09
29001,"2020-03-16","2020-03-09",2020-03-09
29003,"NA","2020-03-16",2020-03-16
29005,"NA","2020-03-16",2020-03-16
29007,"NA","2020-03-19",2020-03-19
29009,"NA","2020-03-20",2020-03-20
29011,"NA","2020-03-17",2020-03-17
29013,"2020-03-19","2020-03-17",2020-03-17
29015,"2020-03-17","NA",2020-03-17
29017,"NA","NA",NA
29019,"NA","2020-03-18",2020-03-18
29021,"NA","2020-03-18",2020-03-18
29023,"NA","2020-03-16",2020-03-16
29025,"NA","2020-03-16",2020-03-16
29027,"2020-03-18","2020-03-17",2020-03-17
29029,"NA","2020-03-19",2020-03-19
29031,"2020-03-17","2020-03-17",2020-03-17
29033,"NA","2020-03-18",2020-03-18
29035,"2020-03-16","2020-03-16",2020-03-16
29037,"2020-03-13","2020-03-18",2020-03-13
29039,"2020-03-16","2020-03-16",2020-03-16
29041,"2020-03-16","2020-03-18",2020-03-16
29043,"NA","2020-03-18",2020-03-18
29045,"NA","2020-03-16",2020-03-16
29047,"NA","2020-03-17",2020-03-17
29049,"2020-03-16","2020-03-16",2020-03-16
29051,"NA","2020-03-18",2020-03-18
29053,"NA","2020-03-18",2020-03-18
29055,"NA","2020-03-18",2020-03-18
29057,"2020-03-13","2020-03-18",2020-03-13
29059,"NA","2020-03-17",2020-03-17
29061,"NA","2020-03-17",2020-03-17
29063,"NA","2020-03-17",2020-03-17
29065,"NA","2020-03-18",2020-03-18
29067,"NA","2020-03-18",2020-03-18
29069,"NA","2020-03-17",2020-03-17
29071,"2020-03-18","2020-03-18",2020-03-18
29073,"NA","2020-03-23",2020-03-23
29075,"2020-03-17","2020-03-17",2020-03-17
29077,"NA","2020-03-19",2020-03-19
29079,"NA","2020-03-17",2020-03-17
29081,"NA","2020-03-23",2020-03-23
29083,"2020-03-17","2020-03-18",2020-03-17
29085,"2020-03-17","2020-03-23",2020-03-17
29087,"NA","2020-03-18",2020-03-18
29089,"2020-03-17","2020-03-18",2020-03-17
29091,"NA","2020-03-18",2020-03-18
29093,"NA","2020-03-23",2020-03-23
29095,"2020-03-13","2020-03-18",2020-03-13
29097,"NA","2020-03-16",2020-03-16
29099,"2020-03-16","2020-03-17",2020-03-16
29101,"NA","2020-03-18",2020-03-18
29103,"NA","2020-03-23",2020-03-23
29105,"NA","2020-03-17",2020-03-17
29107,"NA","2020-03-17",2020-03-17
29109,"NA","2020-03-16",2020-03-16
29111,"NA","2020-03-17",2020-03-17
29113,"NA","2020-03-19",2020-03-19
29115,"NA","2020-03-23",2020-03-23
29117,"NA","2020-03-18",2020-03-18
29119,"NA","2020-03-17",2020-03-17
29121,"NA","2020-03-17",2020-03-17
29123,"NA","2020-03-18",2020-03-18
29125,"NA","2020-03-18",2020-03-18
29127,"NA","2020-03-18",2020-03-18
29129,"NA","2020-03-17",2020-03-17
29131,"NA","2020-03-17",2020-03-17
29133,"NA","2020-03-23",2020-03-23
29135,"NA","2020-03-17",2020-03-17
29137,"2020-03-18","2020-03-19",2020-03-18
29139,"NA","2020-03-20",2020-03-20
29141,"2020-03-17","2020-03-19",2020-03-17
29143,"2020-03-16","2020-03-18",2020-03-16
29145,"2020-03-09","2020-03-18",2020-03-09
29147,"2020-03-16","2020-03-17",2020-03-16
29149,"2020-03-16","2020-03-17",2020-03-16
29151,"2020-03-17","2020-03-18",2020-03-17
29153,"2020-03-16","2020-03-19",2020-03-16
29155,"NA","2020-03-18",2020-03-18
29157,"NA","2020-03-18",2020-03-18
29159,"2020-03-16","2020-03-18",2020-03-16
29161,"NA","2020-03-18",2020-03-18
29163,"NA","2020-03-17",2020-03-17
29165,"NA","2020-03-16",2020-03-16
29167,"2020-03-16","2020-03-16",2020-03-16
29169,"NA","2020-03-18",2020-03-18
29171,"NA","2020-03-09",2020-03-09
29173,"NA","2020-03-17",2020-03-17
29175,"NA","2020-03-19",2020-03-19
29177,"2020-03-13","2020-03-18",2020-03-13
29179,"2020-03-17","2020-03-16",2020-03-16
29181,"NA","2020-03-18",2020-03-18
29183,"2020-03-13","2020-03-18",2020-03-13
29185,"NA","2020-03-16",2020-03-16
29186,"NA","2020-03-16",2020-03-16
29187,"NA","2020-03-18",2020-03-18
29189,"NA","2020-03-18",2020-03-18
29195,"2020-03-16","2020-03-18",2020-03-16
29197,"NA","2020-03-18",2020-03-18
29199,"NA","2020-03-17",2020-03-17
29201,"NA","2020-03-16",2020-03-16
29203,"2020-03-16","2020-03-18",2020-03-16
29205,"NA","2020-03-18",2020-03-18
29207,"2020-03-16","2020-03-19",2020-03-16
29209,"NA","2020-03-18",2020-03-18
29211,"NA","2020-03-16",2020-03-16
29213,"NA","2020-03-17",2020-03-17
29215,"2020-03-16","2020-03-16",2020-03-16
29217,"NA","2020-03-18",2020-03-18
29219,"NA","2020-03-09",2020-03-09
29221,"NA","2020-03-16",2020-03-16
29223,"2020-03-18","2020-03-18",2020-03-18
29225,"NA","2020-03-19",2020-03-19
29227,"NA","2020-03-16",2020-03-16
29229,"2020-03-13","2020-03-18",2020-03-13
29510,"NA","2020-03-18",2020-03-18
30001,"NA","2020-03-18",2020-03-18
30003,"NA","2020-03-13",2020-03-13
30005,"NA","2020-03-16",2020-03-16
30007,"NA","2020-03-13",2020-03-13
30009,"NA","2020-03-16",2020-03-16
30011,"NA","2020-03-16",2020-03-16
30013,"NA","2020-03-13",2020-03-13
30015,"2020-03-13","2020-03-13",2020-03-13
30017,"NA","2020-03-16",2020-03-16
30019,"NA","2020-03-16",2020-03-16
30021,"NA","2020-03-11",2020-03-11
30023,"NA","2020-03-16",2020-03-16
30025,"NA","2020-03-16",2020-03-16
30027,"NA","2020-03-16",2020-03-16
30029,"NA","2020-03-16",2020-03-16
30031,"2020-03-13","2020-03-16",2020-03-13
30033,"NA","2020-03-16",2020-03-16
30035,"NA","2020-03-16",2020-03-16
30037,"2020-03-13","2020-03-13",2020-03-13
30039,"2020-03-13","2020-03-16",2020-03-13
30041,"NA","2020-03-16",2020-03-16
30043,"2020-03-13","2020-03-16",2020-03-13
30045,"NA","2020-03-16",2020-03-16
30047,"2020-03-13","2020-03-16",2020-03-13
30049,"NA","2020-03-16",2020-03-16
30051,"NA","2020-03-16",2020-03-16
30053,"NA","2020-03-16",2020-03-16
30055,"NA","2020-03-16",2020-03-16
30057,"NA","2020-03-16",2020-03-16
30059,"NA","2020-03-13",2020-03-13
30061,"2020-03-13","2020-03-16",2020-03-13
30063,"2020-03-13","2020-03-16",2020-03-13
30065,"NA","2020-03-16",2020-03-16
30067,"2020-03-13","NA",2020-03-13
30069,"NA","2020-03-16",2020-03-16
30071,"NA","2020-03-12",2020-03-12
30073,"NA","2020-03-16",2020-03-16
30075,"NA","2020-03-16",2020-03-16
30077,"NA","2020-03-16",2020-03-16
30079,"NA","2020-03-16",2020-03-16
30081,"2020-03-13","2020-03-16",2020-03-13
30083,"2020-03-12","2020-03-16",2020-03-12
30085,"NA","2020-03-16",2020-03-16
30087,"NA","2020-03-16",2020-03-16
30089,"2020-03-13","2020-03-16",2020-03-13
30091,"NA","2020-03-16",2020-03-16
30093,"NA","2020-03-13",2020-03-13
30095,"NA","2020-03-16",2020-03-16
30097,"NA","2020-03-16",2020-03-16
30099,"NA","2020-03-16",2020-03-16
30101,"NA","2020-03-16",2020-03-16
30103,"NA","2020-03-16",2020-03-16
30105,"NA","NA",NA
30107,"NA","2020-03-16",2020-03-16
30109,"NA","2020-03-16",2020-03-16
30111,"NA","2020-03-13",2020-03-13
31001,"NA","2020-03-16",2020-03-16
31003,"NA","2020-03-31",2020-03-31
31005,"NA","2020-04-01",2020-04-01
31007,"NA","2020-04-01",2020-04-01
31009,"NA","2020-03-30",2020-03-30
31011,"NA","NA",NA
31013,"NA","2020-03-16",2020-03-16
31015,"NA","2020-03-30",2020-03-30
31017,"NA","2020-04-01",2020-04-01
31019,"NA","2020-04-01",2020-04-01
31021,"NA","2020-03-31",2020-03-31
31023,"NA","2020-03-30",2020-03-30
31025,"NA","2020-03-28",2020-03-28
31027,"NA","2020-03-18",2020-03-18
31029,"NA","2020-03-11",2020-03-11
31031,"NA","2020-03-17",2020-03-17
31033,"NA","2020-04-01",2020-04-01
31035,"NA","2020-03-30",2020-03-30
31037,"NA","2020-03-31",2020-03-31
31039,"NA","2020-03-19",2020-03-19
31041,"NA","2020-03-30",2020-03-30
31043,"NA","NA",NA
31045,"NA","NA",NA
31047,"NA","2020-03-30",2020-03-30
31049,"NA","2020-03-31",2020-03-31
31051,"NA","2020-03-18",2020-03-18
31053,"NA","NA",NA
31055,"NA","2020-03-25",2020-03-25
31057,"NA","2020-03-18",2020-03-18
31059,"NA","NA",NA
31061,"NA","NA",NA
31063,"NA","2020-03-31",2020-03-31
31065,"NA","NA",NA
31067,"NA","NA",NA
31069,"NA","NA",NA
31071,"NA","2020-03-30",2020-03-30
31073,"NA","NA",NA
31075,"NA","2020-03-31",2020-03-31
31077,"NA","2020-03-30",2020-03-30
31079,"NA","NA",NA
31081,"NA","2020-03-28",2020-03-28
31083,"NA","2020-03-28",2020-03-28
31085,"NA","2020-03-31",2020-03-31
31087,"NA","NA",NA
31089,"NA","NA",NA
31091,"NA","2020-04-01",2020-04-01
31093,"NA","2020-04-01",2020-04-01
31095,"NA","NA",NA
31097,"NA","NA",NA
31099,"NA","2020-03-25",2020-03-25
31101,"NA","2020-03-31",2020-03-31
31103,"NA","NA",NA
31105,"NA","2020-04-01",2020-04-01
31107,"NA","2020-03-30",2020-03-30
31109,"NA","2020-04-01",2020-04-01
31111,"NA","2020-03-25",2020-03-25
31113,"NA","2020-04-01",2020-04-01
31115,"NA","2020-04-01",2020-04-01
31117,"NA","NA",NA
31119,"NA","2020-04-01",2020-04-01
31121,"NA","2020-03-30",2020-03-30
31123,"NA","2020-03-28",2020-03-28
31125,"NA","2020-03-30",2020-03-30
31127,"NA","NA",NA
31129,"NA","2020-03-25",2020-03-25
31131,"NA","2020-03-31",2020-03-31
31133,"NA","2020-03-25",2020-03-25
31135,"NA","2020-03-25",2020-03-25
31137,"NA","NA",NA
31139,"NA","2020-03-31",2020-03-31
31141,"NA","2020-04-01",2020-04-01
31143,"NA","NA",NA
31145,"NA","2020-03-28",2020-03-28
31147,"NA","2020-03-18",2020-03-18
31149,"NA","2020-03-25",2020-03-25
31151,"NA","2020-04-01",2020-04-01
31153,"NA","NA",NA
31155,"NA","2020-03-18",2020-03-18
31157,"NA","2020-03-25",2020-03-25
31159,"NA","2020-03-30",2020-03-30
31161,"NA","2020-03-28",2020-03-28
31163,"NA","2020-03-30",2020-03-30
31165,"NA","NA",NA
31167,"NA","2020-03-30",2020-03-30
31169,"NA","2020-03-30",2020-03-30
31171,"NA","2020-03-18",2020-03-18
31173,"NA","2020-04-01",2020-04-01
31175,"NA","NA",NA
31177,"NA","NA",NA
31179,"NA","2020-03-25",2020-03-25
31181,"NA","2020-03-18",2020-03-18
31183,"NA","2020-03-31",2020-03-31
31185,"NA","2020-03-24",2020-03-24
32001,"NA","2020-03-28",2020-03-28
32003,"NA","2020-03-16",2020-03-16
32005,"NA","2020-03-16",2020-03-16
32007,"NA","2020-03-16",2020-03-16
32009,"NA","2020-03-16",2020-03-16
32011,"NA","2020-03-13",2020-03-13
32013,"NA","2020-03-13",2020-03-13
32015,"NA","2020-03-16",2020-03-16
32017,"NA","2020-03-16",2020-03-16
32019,"NA","2020-03-13",2020-03-13
32021,"NA","2020-03-16",2020-03-16
32023,"NA","2020-03-16",2020-03-16
32027,"NA","2020-03-09",2020-03-09
32029,"NA","2020-03-16",2020-03-16
32031,"NA","2020-03-16",2020-03-16
32033,"NA","2020-03-16",2020-03-16
32510,"NA","2020-03-16",2020-03-16
33001,"NA","2020-03-13",2020-03-13
33003,"NA","2020-03-16",2020-03-16
33005,"NA","2020-03-16",2020-03-16
33007,"NA","2020-03-16",2020-03-16
33009,"NA","2020-03-16",2020-03-16
33011,"NA","2020-03-16",2020-03-16
33013,"NA","2020-03-16",2020-03-16
33015,"NA","2020-03-16",2020-03-16
33017,"NA","2020-03-16",2020-03-16
33019,"NA","2020-03-16",2020-03-16
34001,"NA","2020-03-16",2020-03-16
34003,"2020-03-18","2020-03-17",2020-03-17
34005,"2020-03-19","2020-03-19",2020-03-19
34007,"2020-03-20","NA",2020-03-20
34009,"NA","2020-03-23",2020-03-23
34011,"NA","2020-03-17",2020-03-17
34013,"2020-03-12","2020-03-13",2020-03-12
34015,"NA","2020-03-19",2020-03-19
34017,"2020-03-11","2020-03-09",2020-03-09
34019,"NA","2020-03-12",2020-03-12
34021,"NA","2020-03-16",2020-03-16
34023,"2020-03-12","2020-03-12",2020-03-12
34025,"2020-03-13","2020-03-16",2020-03-13
34027,"NA","2020-03-17",2020-03-17
34029,"NA","2020-03-18",2020-03-18
34031,"NA","2020-03-16",2020-03-16
34033,"NA","2020-03-13",2020-03-13
34035,"2020-03-16","2020-03-17",2020-03-16
34037,"NA","2020-03-17",2020-03-17
34039,"2020-03-13","2020-03-16",2020-03-13
34041,"NA","2020-03-17",2020-03-17
35001,"NA","2020-03-16",2020-03-16
35003,"2020-03-12","2020-03-12",2020-03-12
35005,"NA","2020-03-16",2020-03-16
35006,"NA","2020-03-13",2020-03-13
35007,"NA","2020-03-16",2020-03-16
35009,"NA","2020-03-16",2020-03-16
35011,"NA","2020-03-16",2020-03-16
35013,"NA","2020-03-13",2020-03-13
35015,"2020-03-12","2020-03-16",2020-03-12
35017,"NA","2020-03-16",2020-03-16
35019,"NA","2020-03-16",2020-03-16
35021,"2020-03-06","2020-03-09",2020-03-06
35023,"NA","2020-03-16",2020-03-16
35025,"NA","2020-03-16",2020-03-16
35027,"NA","2020-03-16",2020-03-16
35028,"NA","2020-03-16",2020-03-16
35029,"NA","2020-03-16",2020-03-16
35031,"NA","2020-03-16",2020-03-16
35033,"NA","2020-03-13",2020-03-13
35035,"NA","2020-03-09",2020-03-09
35037,"NA","2020-03-16",2020-03-16
35039,"2020-03-09","2020-03-13",2020-03-09
35041,"2020-03-05","2020-03-16",2020-03-05
35043,"NA","2020-03-09",2020-03-09
35045,"2020-03-12","2020-03-16",2020-03-12
35047,"2020-03-09","2020-03-16",2020-03-09
35049,"NA","2020-03-13",2020-03-13
35051,"NA","2020-03-16",2020-03-16
35053,"NA","2020-03-13",2020-03-13
35055,"2020-03-09","2020-03-13",2020-03-09
35057,"NA","2020-03-16",2020-03-16
35059,"NA","2020-03-16",2020-03-16
35061,"NA","2020-03-16",2020-03-16
38001,"NA","2020-03-09",2020-03-09
38003,"NA","NA",NA
38005,"NA","2020-03-16",2020-03-16
38007,"NA","2020-03-16",2020-03-16
38009,"NA","NA",NA
38011,"NA","2020-03-16",2020-03-16
38013,"NA","2020-03-16",2020-03-16
38015,"NA","2020-03-16",2020-03-16
38017,"NA","2020-03-16",2020-03-16
38019,"NA","2020-03-16",2020-03-16
38021,"NA","2020-03-16",2020-03-16
38023,"NA","2020-03-16",2020-03-16
38025,"NA","2020-03-16",2020-03-16
38027,"NA","2020-03-16",2020-03-16
38029,"NA","2020-03-16",2020-03-16
38031,"NA","2020-03-16",2020-03-16
38033,"NA","NA",NA
38035,"NA","NA",NA
38037,"NA","2020-03-16",2020-03-16
38039,"NA","2020-03-16",2020-03-16
38041,"NA","2020-03-16",2020-03-16
38043,"NA","2020-03-16",2020-03-16
38045,"NA","2020-03-16",2020-03-16
38047,"NA","2020-03-16",2020-03-16
38049,"NA","2020-03-16",2020-03-16
38051,"NA","2020-03-16",2020-03-16
38053,"NA","2020-03-16",2020-03-16
38055,"NA","2020-03-16",2020-03-16
38057,"NA","2020-03-16",2020-03-16
38059,"NA","2020-03-16",2020-03-16
38061,"NA","2020-03-16",2020-03-16
38063,"NA","2020-03-16",2020-03-16
38065,"NA","2020-03-16",2020-03-16
38067,"NA","2020-03-16",2020-03-16
38069,"NA","2020-03-16",2020-03-16
38071,"NA","2020-03-16",2020-03-16
38073,"NA","2020-03-16",2020-03-16
38075,"NA","2020-03-16",2020-03-16
38077,"NA","2020-03-16",2020-03-16
38079,"NA","2020-03-16",2020-03-16
38081,"NA","2020-03-16",2020-03-16
38083,"NA","2020-03-16",2020-03-16
38085,"NA","2020-03-16",2020-03-16
38087,"NA","2020-03-16",2020-03-16
38089,"NA","NA",NA
38091,"NA","2020-03-16",2020-03-16
38093,"NA","2020-03-16",2020-03-16
38095,"NA","2020-03-16",2020-03-16
38097,"NA","2020-03-16",2020-03-16
38099,"NA","2020-03-16",2020-03-16
38101,"NA","2020-03-16",2020-03-16
38103,"NA","2020-03-16",2020-03-16
38105,"NA","2020-03-16",2020-03-16
40001,"NA","2020-03-16",2020-03-16
40003,"NA","2020-03-15",2020-03-15
40005,"NA","2020-03-16",2020-03-16
40007,"NA","2020-03-13",2020-03-13
40009,"NA","2020-03-16",2020-03-16
40011,"NA","2020-03-13",2020-03-13
40013,"NA","2020-03-17",2020-03-17
40015,"NA","2020-03-17",2020-03-17
40017,"NA","2020-03-17",2020-03-17
40019,"NA","2020-03-17",2020-03-17
40021,"NA","2020-03-17",2020-03-17
40023,"NA","2020-03-13",2020-03-13
40025,"NA","2020-03-17",2020-03-17
40027,"2020-03-13","2020-03-17",2020-03-13
40029,"NA","2020-03-16",2020-03-16
40031,"NA","2020-03-13",2020-03-13
40033,"NA","2020-03-13",2020-03-13
40035,"NA","2020-03-16",2020-03-16
40037,"NA","2020-03-13",2020-03-13
40039,"2020-03-13","2020-03-16",2020-03-13
40041,"NA","2020-03-16",2020-03-16
40043,"NA","2020-03-13",2020-03-13
40045,"NA","2020-03-17",2020-03-17
40047,"NA","2020-03-17",2020-03-17
40049,"2020-03-13","2020-03-17",2020-03-13
40051,"2020-03-13","2020-03-16",2020-03-13
40053,"NA","2020-03-16",2020-03-16
40055,"NA","2020-03-16",2020-03-16
40057,"NA","2020-03-12",2020-03-12
40059,"NA","2020-03-16",2020-03-16
40061,"NA","2020-03-13",2020-03-13
40063,"NA","2020-03-13",2020-03-13
40065,"NA","2020-03-13",2020-03-13
40067,"2020-03-13","2020-03-16",2020-03-13
40069,"NA","2020-03-16",2020-03-16
40071,"NA","2020-03-16",2020-03-16
40073,"NA","2020-03-16",2020-03-16
40075,"2020-03-12","2020-03-13",2020-03-12
40077,"NA","2020-03-16",2020-03-16
40079,"NA","2020-03-13",2020-03-13
40081,"NA","2020-03-16",2020-03-16
40083,"NA","2020-03-13",2020-03-13
40085,"NA","2020-03-16",2020-03-16
40087,"NA","2020-03-16",2020-03-16
40089,"NA","2020-03-16",2020-03-16
40091,"2020-03-13","2020-03-16",2020-03-13
40093,"NA","2020-03-16",2020-03-16
40095,"NA","2020-03-16",2020-03-16
40097,"NA","2020-03-13",2020-03-13
40099,"2020-03-13","2020-03-16",2020-03-13
40101,"NA","2020-03-16",2020-03-16
40103,"NA","2020-03-16",2020-03-16
40105,"2020-03-13","2020-03-13",2020-03-13
40107,"NA","2020-03-16",2020-03-16
40109,"NA","2020-03-16",2020-03-16
40111,"2020-03-12","2020-03-13",2020-03-12
40113,"NA","2020-03-16",2020-03-16
40115,"NA","2020-03-13",2020-03-13
40117,"NA","2020-03-16",2020-03-16
40119,"NA","2020-03-13",2020-03-13
40121,"2020-03-13","2020-03-16",2020-03-13
40123,"NA","2020-03-16",2020-03-16
40125,"NA","2020-03-13",2020-03-13
40127,"NA","2020-03-16",2020-03-16
40129,"NA","2020-03-16",2020-03-16
40131,"NA","2020-03-16",2020-03-16
40133,"NA","2020-03-16",2020-03-16
40135,"NA","2020-03-13",2020-03-13
40137,"2020-03-13","2020-03-16",2020-03-13
40139,"NA","2020-03-16",2020-03-16
40141,"NA","2020-03-16",2020-03-16
40143,"NA","2020-03-16",2020-03-16
40145,"NA","2020-03-13",2020-03-13
40147,"NA","2020-03-16",2020-03-16
40149,"2020-03-13","2020-03-16",2020-03-13
40151,"NA","2020-03-16",2020-03-16
40153,"NA","2020-03-13",2020-03-13
41001,"NA","2020-03-16",2020-03-16
41003,"NA","2020-03-16",2020-03-16
41005,"NA","2020-03-16",2020-03-16
41007,"NA","2020-03-16",2020-03-16
41009,"NA","2020-03-16",2020-03-16
41011,"2020-03-13","2020-03-16",2020-03-13
41013,"NA","2020-03-16",2020-03-16
41015,"NA","2020-03-16",2020-03-16
41017,"NA","2020-03-16",2020-03-16
41019,"NA","2020-03-16",2020-03-16
41021,"NA","2020-03-16",2020-03-16
41023,"NA","2020-03-16",2020-03-16
41025,"NA","2020-03-16",2020-03-16
41027,"NA","2020-03-16",2020-03-16
41029,"NA","2020-03-16",2020-03-16
41031,"NA","2020-03-16",2020-03-16
41033,"NA","2020-03-16",2020-03-16
41035,"NA","2020-03-16",2020-03-16
41037,"NA","2020-03-16",2020-03-16
41039,"2020-03-13","2020-03-16",2020-03-13
41041,"NA","2020-03-16",2020-03-16
41043,"2020-03-13","2020-03-16",2020-03-13
41045,"NA","2020-03-16",2020-03-16
41047,"NA","2020-03-16",2020-03-16
41049,"NA","2020-03-16",2020-03-16
41051,"NA","2020-03-16",2020-03-16
41053,"NA","2020-03-16",2020-03-16
41055,"NA","2020-03-16",2020-03-16
41057,"NA","2020-03-16",2020-03-16
41059,"NA","2020-03-16",2020-03-16
41061,"NA","2020-03-16",2020-03-16
41063,"NA","2020-03-16",2020-03-16
41065,"2020-03-13","2020-03-16",2020-03-13
41067,"NA","2020-03-16",2020-03-16
41069,"NA","2020-03-16",2020-03-16
41071,"NA","2020-03-16",2020-03-16
44001,"NA","2020-03-16",2020-03-16
44003,"NA","2020-03-16",2020-03-16
44005,"NA","2020-03-16",2020-03-16
44007,"2020-03-13","2020-03-16",2020-03-13
44009,"NA","2020-03-16",2020-03-16
45001,"NA","2020-03-16",2020-03-16
45003,"NA","2020-03-16",2020-03-16
45005,"NA","2020-03-16",2020-03-16
45007,"NA","2020-03-16",2020-03-16
45009,"NA","2020-03-16",2020-03-16
45011,"NA","2020-03-16",2020-03-16
45013,"NA","2020-03-16",2020-03-16
45015,"NA","2020-03-16",2020-03-16
45017,"NA","2020-03-16",2020-03-16
45019,"NA","2020-03-16",2020-03-16
45021,"NA","2020-03-16",2020-03-16
45023,"NA","2020-03-16",2020-03-16
45025,"NA","2020-03-16",2020-03-16
45027,"NA","2020-03-16",2020-03-16
45029,"NA","2020-03-16",2020-03-16
45031,"NA","2020-03-16",2020-03-16
45033,"NA","2020-03-16",2020-03-16
45035,"NA","2020-03-16",2020-03-16
45037,"NA","2020-03-16",2020-03-16
45039,"NA","2020-03-16",2020-03-16
45041,"NA","2020-03-16",2020-03-16
45043,"NA","2020-03-16",2020-03-16
45045,"NA","2020-03-16",2020-03-16
45047,"NA","2020-03-16",2020-03-16
45049,"NA","2020-03-16",2020-03-16
45051,"NA","2020-03-16",2020-03-16
45053,"NA","2020-03-16",2020-03-16
45055,"NA","2020-03-16",2020-03-16
45057,"NA","2020-03-13",2020-03-13
45059,"NA","2020-03-13",2020-03-13
45061,"NA","2020-03-16",2020-03-16
45063,"NA","NA",NA
45065,"NA","2020-03-16",2020-03-16
45067,"NA","2020-03-16",2020-03-16
45069,"NA","2020-03-16",2020-03-16
45071,"NA","2020-03-16",2020-03-16
45073,"NA","2020-03-16",2020-03-16
45075,"NA","2020-03-16",2020-03-16
45077,"NA","2020-03-16",2020-03-16
45079,"NA","2020-03-16",2020-03-16
45081,"NA","2020-03-16",2020-03-16
45083,"NA","2020-03-16",2020-03-16
45085,"NA","2020-03-16",2020-03-16
45087,"NA","2020-03-16",2020-03-16
45089,"NA","2020-03-16",2020-03-16
45091,"NA","2020-03-16",2020-03-16
46003,"NA","2020-03-16",2020-03-16
46005,"NA","2020-03-19",2020-03-19
46007,"NA","2020-03-16",2020-03-16
46009,"NA","2020-03-16",2020-03-16
46011,"NA","NA",NA
46013,"NA","2020-03-16",2020-03-16
46015,"NA","2020-03-16",2020-03-16
46017,"NA","2020-03-16",2020-03-16
46019,"NA","NA",NA
46021,"NA","2020-03-16",2020-03-16
46023,"NA","2020-03-16",2020-03-16
46025,"NA","2020-03-16",2020-03-16
46027,"NA","NA",NA
46029,"NA","2020-03-16",2020-03-16
46031,"2020-03-13","2020-03-16",2020-03-13
46033,"NA","2020-03-16",2020-03-16
46035,"NA","2020-03-16",2020-03-16
46037,"NA","NA",NA
46039,"NA","2020-03-16",2020-03-16
46041,"NA","NA",NA
46043,"NA","2020-03-14",2020-03-14
